300,0.100708
301,0.11261
302,0.126953
303,0.147095
304,0.175781
305,0.203247
306,0.236511
307,0.270386
308,0.292969
309,0.310364
310,0.32135
311,0.323486
312,0.321045
313,0.325012
314,0.340271
315,0.372314
316,0.42572
317,0.484009
318,0.579834
319,0.688782
320,0.811768
321,0.916138
322,0.996704
323,1.02295
324,0.994873
325,0.934448
326,0.841675
327,0.759583
328,0.690308
329,0.672607
330,0.700989
331,0.775146
332,0.906372
333,1.06842
334,1.27411
335,1.48651
336,1.72089
337,1.94489
338,2.10175
339,2.07581
340,1.89972
341,1.60645
342,1.21277
343,0.904541
344,0.645142
345,0.483093
346,0.36438
347,0.282593
348,0.232849
349,0.199585
350,0.180359
351,0.172729
352,0.167236
353,0.164795
354,0.161133
355,0.155029
356,0.149536
357,0.147705
358,0.143738
359,0.144348
360,0.13855
361,0.13855
362,0.136719
363,0.13916
364,0.137329
365,0.139771
366,0.137939
367,0.132751
368,0.13031
369,0.1297
370,0.13031
371,0.136108
372,0.138855
373,0.145264
374,0.150452
375,0.152283
376,0.159912
377,0.164185
378,0.172424
379,0.184937
380,0.200195
