355,0.125427
356,0.122681
357,0.12207
358,0.122986
359,0.128479
360,0.139465
361,0.163574
362,0.192261
363,0.223999
364,0.25116
365,0.270081
366,0.276489
367,0.286255
368,0.343323
369,0.547791
370,0.909424
371,1.35956
372,1.69281
373,1.73523
374,1.5329
375,1.24847
376,1.13129
377,1.13922
378,1.20789
379,1.24847
380,1.28296
381,1.39679
382,1.55945
383,1.72638
384,1.75201
385,1.67175
386,1.61804
387,1.62872
388,1.69342
389,1.7514
390,1.81458
391,1.90277
392,1.97845
393,2.02942
394,1.97479
395,1.83899
396,1.66229
397,1.49078
398,1.36139
399,1.25549
400,1.21094
401,1.16211
402,1.1261
403,1.09314
404,1.06384
405,1.03363
406,1.008
407,0.961609
408,0.92926
409,0.904541
410,0.877686
411,0.865173
412,0.852356
413,0.829773
414,0.823975
415,0.80719
416,0.799255
417,0.782166
418,0.756531
419,0.725403
420,0.678406
421,0.629883
422,0.578918
423,0.530396
424,0.492249
425,0.464478
426,0.439758
427,0.431213
428,0.422668
429,0.417786
430,0.415039
431,0.410156
432,0.411072
433,0.404358
434,0.405273
435,0.40802
436,0.411682
437,0.416565
438,0.428162
439,0.431824
440,0.442505
441,0.45166
442,0.45929
443,0.466309
444,0.473328
445,0.480042
446,0.481873
447,0.48584
448,0.486145
449,0.488281
450,0.493774
451,0.492554
452,0.499878
453,0.505981
454,0.511475
455,0.515747
456,0.526733
457,0.531311
458,0.53833
459,0.545959
460,0.549622
461,0.556335
462,0.561523
463,0.565186
464,0.566711
465,0.570068
466,0.574036
467,0.576782
468,0.578918
469,0.579529
470,0.579529
471,0.58136
472,0.577087
473,0.578308
474,0.57312
475,0.570679
476,0.569763
477,0.563965
478,0.56427
479,0.552673
480,0.551147
481,0.546265
482,0.542603
483,0.53009
484,0.527649
485,0.52002
486,0.515442
487,0.508118
488,0.501709
489,0.495911
490,0.485229
491,0.481873
492,0.470581
493,0.464783
494,0.460205
495,0.451355
496,0.445557
497,0.434875
498,0.427856
499,0.41748
500,0.407104
501,0.396729
502,0.389099
503,0.374756
504,0.368958
505,0.35614
506,0.34668
507,0.333862
508,0.323792
509,0.31311
510,0.305176
511,0.293579
512,0.284729
513,0.274658
514,0.265808
515,0.256653
516,0.250854
517,0.244446
518,0.237427
519,0.227966
520,0.222778
521,0.213013
522,0.206604
523,0.202332
524,0.193787
525,0.189209
526,0.184326
527,0.175476
528,0.171509
529,0.16449
530,0.160217
531,0.154419
532,0.14801
533,0.142822
534,0.13916
535,0.132141
536,0.129089
537,0.125732
538,0.119019
539,0.114136
540,0.110474
541,0.10498
542,0.101624
543,0.0976563
544,0.0939941
545,0.0891113
546,0.0863647
547,0.0814819
548,0.0784302
549,0.0744629
550,0.0726318
