280,-0.0115967
281,-0.00946045
282,-0.0088501
283,-0.00640869
284,-0.00457764
285,-0.0012207
286,0.0012207
287,0.00457764
288,0.00762939
289,0.0106812
290,0.0146484
291,0.0198364
292,0.0268555
293,0.0378418
294,0.0473022
295,0.0592041
296,0.0692749
297,0.0793457
298,0.088501
299,0.0994873
300,0.115967
301,0.136108
302,0.160828
303,0.193176
304,0.223389
305,0.261536
306,0.287476
307,0.308228
308,0.3125
309,0.317383
310,0.312195
311,0.314026
312,0.327454
313,0.354004
314,0.401306
315,0.472412
316,0.56427
317,0.682678
318,0.796204
319,0.909729
320,0.988159
321,1.0141
322,0.986328
323,0.917664
324,0.826416
325,0.730286
326,0.664673
327,0.632019
328,0.651245
329,0.733337
330,0.849915
331,1.01776
332,1.20544
333,1.43555
334,1.66626
335,1.88995
336,2.01813
337,1.9754
338,1.80267
339,1.46973
340,1.1322
341,0.817871
342,0.593872
343,0.42572
344,0.328369
345,0.25116
346,0.207825
347,0.175476
348,0.158691
349,0.153503
350,0.150452
351,0.144043
352,0.143127
353,0.136414
354,0.131836
355,0.128174
356,0.123901
357,0.122681
358,0.119019
359,0.115662
360,0.116272
361,0.117188
362,0.117188
363,0.116272
364,0.114441
365,0.110779
366,0.105896
367,0.102539
368,0.102539
369,0.101318
370,0.102234
371,0.104065
372,0.102844
373,0.101624
374,0.101624
375,0.10376
376,0.107422
377,0.115967
378,0.124817
