;50:1;200:1;1000:1
360;0.162048;0.322876;0.420837
361;0.164795;0.319824;0.403748
362;0.178833;0.326843;0.379944
363;0.198364;0.34576399999999996;0.372314
364;0.221863;0.367126;0.362244
365;0.24536100000000002;0.38116500000000003;0.350952
366;0.266113;0.39245599999999997;0.342102
367;0.273438;0.396729;0.32501199999999997
368;0.290222;0.40924099999999997;0.321655
369;0.332031;0.47698999999999997;0.337219
370;0.464783;0.675049;0.401001
371;0.69519;0.9805299999999999;0.503845
372;1.05713;1.39191;0.6271359999999999
373;1.3855;1.68671;0.709534
374;1.55457;1.77368;0.712585
375;1.48621;1.6162100000000001;0.646667
376;1.23474;1.3714600000000001;0.567322
377;1.06079;1.22894;0.528259
378;1.01288;1.22253;0.5294800000000001
379;1.07635;1.29211;0.547485
380;1.1499;1.3559;0.567932
381;1.19507;1.41235;0.587158
382;1.23566;1.50024;0.617676
383;1.3400299999999998;1.6387900000000002;0.657349
384;1.4962799999999998;1.78253;0.697021
385;1.5802;1.82404;0.702209
386;1.56158;1.7727700000000002;0.684204
387;1.47705;1.69861;0.655212
388;1.4288299999999998;1.66504;0.6484989999999999
389;1.46484;1.71265;0.6643680000000001
390;1.5344200000000001;1.7788700000000002;0.6835939999999999
391;1.58325;1.8557700000000001;0.707092
392;1.6415400000000002;1.92963;0.730896
393;1.70197;1.99768;0.7543949999999999
394;1.75568;2.03979;0.7556149999999999
395;1.73767;2.0034799999999997;0.739136
396;1.66382;1.8841599999999998;0.697327
397;1.52496;1.72638;0.641174
398;1.34766;1.5283200000000001;0.575867
399;1.2204;1.39771;0.532227
400;1.1294600000000001;1.2948600000000001;0.498352
401;1.0611;1.23138;0.47332799999999997
402;1.02081;1.1929299999999998;0.45623800000000003
403;0.990295;1.15479;0.44281000000000004
404;0.948486;1.11816;0.429993
405;0.9198;1.09253;0.41931199999999996
406;0.890808;1.0519399999999999;0.40313699999999997
407;0.8691409999999999;1.0202;0.389404
408;0.8364870000000001;0.974426;0.373535
409;0.801086;0.9292600000000001;0.359192
410;0.776062;0.8993530000000001;0.346375
411;0.757141;0.870361;0.34118699999999996
412;0.7339479999999999;0.854492;0.335999
413;0.7250979999999999;0.840454;0.327759
414;0.710144;0.81665;0.316772
415;0.691833;0.807495;0.31066900000000003
416;0.6857300000000001;0.7928470000000001;0.30365
417;0.671082;0.780029;0.298157
418;0.6604;0.759888;0.290527
419;0.641785;0.733643;0.279541
420;0.622253;0.695801;0.26763899999999996
421;0.587463;0.6561279999999999;0.251465
422;0.548096;0.600586;0.230408
423;0.505066;0.549316;0.210571
424;0.463562;0.489807;0.190125
425;0.42572;0.450745;0.172424
426;0.399475;0.41290299999999996;0.159912
427;0.379639;0.389404;0.153503
428;0.367126;0.367126;0.143433
429;0.357971;0.354004;0.138245
430;0.348511;0.33569299999999996;0.13030999999999998
431;0.350647;0.326538;0.12329100000000001
432;0.348206;0.314636;0.12023900000000001
433;0.342407;0.301208;0.113525
434;0.34118699999999996;0.292358;0.110474
435;0.342712;0.285339;0.10681199999999999
436;0.34118699999999996;0.27831999999999996;0.10437
437;0.33783;0.270081;0.101013
438;0.349121;0.267944;0.0967407
439;0.34668000000000004;0.26550300000000004;0.0939941
440;0.354614;0.26367199999999996;0.09216310000000001
441;0.360107;0.263977;0.0891113
442;0.368347;0.260315;0.0866699
443;0.37323;0.26061999999999996;0.08300779999999999
444;0.38116500000000003;0.255127;0.083313
445;0.387573;0.25756799999999996;0.0787354
446;0.387573;0.249939;0.0765991
447;0.390625;0.24536100000000002;0.072937
448;0.395813;0.236206;0.06988530000000001
449;0.393677;0.231323;0.0665283
450;0.39550799999999997;0.221863;0.062255899999999996
451;0.396423;0.217896;0.05950930000000001
452;0.397034;0.20965599999999998;0.0570679
453;0.403748;0.206604;0.05432130000000001
454;0.402527;0.205078;0.051574699999999994
455;0.41137700000000005;0.203247;0.050048800000000004
456;0.414734;0.19958499999999998;0.0469971
457;0.419922;0.198364;0.0448608
458;0.423279;0.198975;0.0445557
459;0.431519;0.20080599999999998;0.0430298
460;0.430908;0.19805899999999999;0.0430298
461;0.43335;0.19958499999999998;0.0418091
462;0.441589;0.20080599999999998;0.0424194
463;0.444641;0.19805899999999999;0.0411987
464;0.449524;0.20111099999999998;0.0421143
465;0.451355;0.196838;0.040893599999999995
466;0.449829;0.197449;0.040893599999999995
467;0.453186;0.20080599999999998;0.040588400000000004
468;0.453491;0.202942;0.0411987
469;0.45440699999999995;0.19927999999999998;0.039672900000000004
470;0.455933;0.198669;0.037536599999999996
471;0.46020500000000003;0.19775399999999999;0.0354004
472;0.458374;0.19561800000000001;0.0363159
473;0.457153;0.19622799999999999;0.032958999999999995
474;0.457153;0.19256600000000001;0.0332642
475;0.45043900000000003;0.190735;0.0317383
476;0.45105;0.186157;0.029602099999999996
477;0.44647200000000004;0.185852;0.0286865
478;0.44403100000000006;0.18158;0.027770999999999997
479;0.44067399999999995;0.184021;0.027465800000000002
480;0.434875;0.180359;0.027465800000000002
481;0.43243400000000004;0.175781;0.025634800000000003
482;0.43029799999999996;0.173035;0.0271606
483;0.42480500000000004;0.170898;0.0253296
484;0.42144799999999993;0.171204;0.0247192
485;0.410156;0.166016;0.022583000000000002
486;0.40741;0.163574;0.023193400000000003
487;0.402832;0.162048;0.0213623
488;0.400696;0.160217;0.022583000000000002
489;0.39245599999999997;0.15625;0.0213623
490;0.38818400000000003;0.156555;0.0213623
491;0.379639;0.151367;0.020446799999999998
492;0.37445100000000003;0.151978;0.020752
493;0.371704;0.147095;0.0198364
494;0.364075;0.143738;0.0192261
495;0.355835;0.141296;0.0183105
496;0.349731;0.139465;0.0180054
497;0.340881;0.13610799999999998;0.0158691
498;0.336609;0.132446;0.0167847
499;0.327759;0.129395;0.0152588
500;0.319214;0.126953;0.015563999999999998
