360,0.162048
361,0.164795
362,0.178833
363,0.198364
364,0.221863
365,0.245361
366,0.266113
367,0.273438
368,0.290222
369,0.332031
370,0.464783
371,0.69519
372,1.05713
373,1.3855
374,1.55457
375,1.48621
376,1.23474
377,1.06079
378,1.01288
379,1.07635
380,1.1499
381,1.19507
382,1.23566
383,1.34003
384,1.49628
385,1.5802
386,1.56158
387,1.47705
388,1.42883
389,1.46484
390,1.53442
391,1.58325
392,1.64154
393,1.70197
394,1.75568
395,1.73767
396,1.66382
397,1.52496
398,1.34766
399,1.2204
400,1.12946
401,1.0611
402,1.02081
403,0.990295
404,0.948486
405,0.9198
406,0.890808
407,0.869141
408,0.836487
409,0.801086
410,0.776062
411,0.757141
412,0.733948
413,0.725098
414,0.710144
415,0.691833
416,0.68573
417,0.671082
418,0.6604
419,0.641785
420,0.622253
421,0.587463
422,0.548096
423,0.505066
424,0.463562
425,0.42572
426,0.399475
427,0.379639
428,0.367126
429,0.357971
430,0.348511
431,0.350647
432,0.348206
433,0.342407
434,0.341187
435,0.342712
436,0.341187
437,0.33783
438,0.349121
439,0.34668
440,0.354614
441,0.360107
442,0.368347
443,0.37323
444,0.381165
445,0.387573
446,0.387573
447,0.390625
448,0.395813
449,0.393677
450,0.395508
451,0.396423
452,0.397034
453,0.403748
454,0.402527
455,0.411377
456,0.414734
457,0.419922
458,0.423279
459,0.431519
460,0.430908
461,0.43335
462,0.441589
463,0.444641
464,0.449524
465,0.451355
466,0.449829
467,0.453186
468,0.453491
469,0.454407
470,0.455933
471,0.460205
472,0.458374
473,0.457153
474,0.457153
475,0.450439
476,0.45105
477,0.446472
478,0.444031
479,0.440674
480,0.434875
481,0.432434
482,0.430298
483,0.424805
484,0.421448
485,0.410156
486,0.40741
487,0.402832
488,0.400696
489,0.392456
490,0.388184
491,0.379639
492,0.374451
493,0.371704
494,0.364075
495,0.355835
496,0.349731
497,0.340881
498,0.336609
499,0.327759
500,0.319214
